"Customer.ID","Age","Gender","Total.Revenue","Pay.Method","Sales.Channel","Subscription.Status","Season","Product.Category","Location"
180,64,"Male",31,"Bank Transfer","Offline","Member","Fall","Footwear","Illinois"
181,51,"Male",81,"Debit Card","Offline","Member","Fall","Footwear","South Dakota"
182,32,"Male",61,"Bank Transfer","Online","Member","Summer","Clothing","Massachusetts"
183,38,"Male",96,"Debit Card","Offline","Member","Summer","Accessories","Alabama"
184,58,"Male",29,"Credit Card","2-Day Shipping","Member","Spring","Clothing","Ohio"
185,32,"Male",33,"Cash","Online","Member","Spring","Footwear","Hawaii"
186,46,"Male",32,"Bank Transfer","Offline","Member","Summer","Clothing","Wisconsin"
187,39,"Male",56,"Debit Card","Standard","Member","Summer","Accessories","Minnesota"
188,19,"Male",94,"Bank Transfer","Offline","Member","Spring","Footwear","Georgia"
189,50,"Male",53,"Bank Transfer","Online","Member","Spring","Clothing","Arkansas"
190,36,"Male",82,"Credit Card","Online","Member","Fall","Clothing","West Virginia"
191,65,"Male",70,"Venmo","Online","Member","Fall","Outerwear","Indiana"
192,64,"Male",76,"Cash","Online","Member","Fall","Accessories","Utah"
193,46,"Male",29,"PayPal","Online","Member","Summer","Footwear","Nebraska"
194,36,"Male",100,"Venmo","Standard","Member","Fall","Accessories","North Dakota"
195,51,"Male",94,"Debit Card","Online","Member","Spring","Accessories","Missouri"
196,51,"Male",25,"Credit Card","Online","Member","Fall","Outerwear","New York"
197,38,"Male",88,"Credit Card","Online","Member","Summer","Footwear","Washington"
198,59,"Male",78,"Credit Card","2-Day Shipping","Member","Fall","Accessories","South Carolina"
199,57,"Male",45,"Credit Card","Standard","Member","Winter","Accessories","Utah"
200,54,"Male",73,"Cash","Online","Member","Summer","Accessories","Idaho"
201,25,"Male",61,"Venmo","Online","Member","Summer","Clothing","Pennsylvania"
202,69,"Male",22,"Bank Transfer","Online","Member","Fall","Clothing","Missouri"
203,57,"Male",38,"Venmo","Online","Member","Spring","Accessories","Nebraska"
204,70,"Male",38,"Bank Transfer","Online","Member","Fall","Accessories","Indiana"
205,24,"Male",100,"Cash","Offline","Member","Fall","Footwear","Arizona"
206,67,"Male",64,"PayPal","Standard","Member","Winter","Clothing","Hawaii"
207,24,"Male",55,"Venmo","Online","Member","Summer","Clothing","Wisconsin"
208,62,"Male",91,"Bank Transfer","Online","Member","Summer","Accessories","Rhode Island"
209,57,"Male",38,"Credit Card","Offline","Member","Spring","Clothing","Wisconsin"
210,55,"Male",97,"Cash","Offline","Member","Winter","Footwear","Minnesota"
211,45,"Male",22,"PayPal","2-Day Shipping","Member","Fall","Outerwear","Vermont"
212,69,"Male",92,"Debit Card","2-Day Shipping","Member","Fall","Clothing","South Dakota"
213,67,"Male",84,"Debit Card","Online","Member","Fall","Accessories","Virginia"
214,30,"Male",93,"Debit Card","Offline","Member","Fall","Accessories","Nevada"
215,24,"Male",50,"Cash","Online","Member","Summer","Outerwear","Hawaii"
216,62,"Male",64,"PayPal","2-Day Shipping","Member","Spring","Accessories","New Jersey"
217,43,"Male",61,"Venmo","Online","Member","Spring","Clothing","Massachusetts"
218,35,"Male",48,"Bank Transfer","Online","Member","Winter","Accessories","Oklahoma"
219,28,"Male",45,"Credit Card","Offline","Member","Spring","Clothing","California"
220,32,"Male",88,"Cash","Online","Member","Spring","Accessories","Nevada"
221,39,"Male",57,"Debit Card","Online","Member","Spring","Footwear","Arizona"
222,28,"Male",68,"Bank Transfer","Offline","Member","Summer","Accessories","North Carolina"
223,47,"Male",94,"PayPal","2-Day Shipping","Member","Spring","Accessories","New York"
224,20,"Male",41,"PayPal","Online","Member","Spring","Clothing","Wyoming"
225,63,"Male",83,"Cash","Online","Member","Summer","Clothing","South Dakota"
226,25,"Male",22,"Bank Transfer","Online","Member","Spring","Outerwear","Arkansas"
227,29,"Male",74,"PayPal","Online","Member","Spring","Footwear","Texas"
228,50,"Male",90,"Venmo","Standard","Member","Winter","Clothing","Rhode Island"
229,18,"Male",79,"Credit Card","Offline","Member","Spring","Clothing","New Hampshire"
230,70,"Male",28,"PayPal","Online","Member","Spring","Footwear","Ohio"
231,66,"Male",88,"Credit Card","Standard","Member","Fall","Accessories","Utah"
232,28,"Male",26,"Debit Card","2-Day Shipping","Member","Spring","Clothing","Tennessee"
233,54,"Male",27,"Bank Transfer","Online","Member","Winter","Accessories","Hawaii"
234,19,"Male",83,"Bank Transfer","Online","Member","Fall","Clothing","Arizona"
235,20,"Male",39,"Credit Card","Online","Member","Summer","Accessories","South Dakota"
236,43,"Male",89,"Debit Card","Online","Member","Winter","Accessories","New Jersey"
237,38,"Male",68,"PayPal","Online","Member","Winter","Outerwear","North Dakota"
238,50,"Male",90,"Debit Card","Offline","Member","Summer","Clothing","Iowa"
239,64,"Male",34,"Cash","Online","Member","Fall","Clothing","Ohio"
240,49,"Male",51,"Credit Card","Online","Member","Summer","Clothing","Vermont"
241,47,"Male",45,"Bank Transfer","Online","Member","Winter","Clothing","Montana"
242,36,"Male",88,"Venmo","Online","Member","Winter","Clothing","Delaware"
243,55,"Male",85,"Debit Card","Offline","Member","Summer","Outerwear","New York"
244,25,"Male",100,"Debit Card","2-Day Shipping","Member","Winter","Accessories","Kentucky"
245,53,"Male",42,"PayPal","2-Day Shipping","Member","Spring","Accessories","Oregon"
246,49,"Male",53,"Venmo","Online","Member","Summer","Footwear","Rhode Island"
247,35,"Male",86,"Venmo","Online","Member","Spring","Accessories","Nevada"
248,29,"Male",66,"Debit Card","Standard","Member","Spring","Clothing","Montana"
249,47,"Male",100,"PayPal","Online","Member","Winter","Accessories","Pennsylvania"
250,53,"Male",47,"Credit Card","Standard","Member","Fall","Accessories","Alaska"
251,33,"Male",25,"Bank Transfer","Online","Member","Fall","Clothing","Mississippi"
252,21,"Male",51,"PayPal","Standard","Member","Winter","Accessories","Wyoming"
253,32,"Male",41,"Venmo","Online","Member","Summer","Clothing","Delaware"
254,52,"Male",73,"Bank Transfer","2-Day Shipping","Member","Winter","Footwear","Oklahoma"
255,67,"Male",42,"PayPal","Offline","Member","Winter","Accessories","Indiana"
256,43,"Male",20,"Debit Card","Online","Member","Spring","Accessories","Maryland"
257,58,"Male",30,"Credit Card","Online","Member","Spring","Accessories","South Dakota"
258,20,"Male",53,"Credit Card","Online","Member","Summer","Accessories","West Virginia"
259,61,"Male",74,"Cash","Online","Member","Spring","Accessories","Alabama"
260,32,"Male",57,"Debit Card","Standard","Member","Fall","Clothing","Louisiana"
261,38,"Male",57,"Credit Card","2-Day Shipping","Member","Winter","Accessories","Montana"
262,21,"Male",77,"Credit Card","Standard","Member","Winter","Clothing","California"
263,37,"Male",40,"Debit Card","Online","Member","Summer","Clothing","Hawaii"
264,27,"Male",46,"Venmo","Offline","Member","Summer","Clothing","Iowa"
265,36,"Male",78,"Cash","Offline","Member","Fall","Clothing","Colorado"
266,32,"Male",59,"Bank Transfer","2-Day Shipping","Member","Spring","Accessories","Michigan"
267,51,"Male",75,"Credit Card","Online","Member","Summer","Accessories","Louisiana"
268,64,"Male",54,"Venmo","2-Day Shipping","Member","Spring","Clothing","Maryland"
269,68,"Male",42,"Cash","Offline","Member","Spring","Footwear","Georgia"
270,68,"Male",44,"Cash","Online","Member","Winter","Clothing","Georgia"
271,33,"Male",52,"Bank Transfer","Online","Member","Fall","Clothing","North Dakota"
272,65,"Male",69,"Credit Card","Online","Member","Summer","Accessories","Maryland"
273,48,"Male",26,"Debit Card","2-Day Shipping","Member","Summer","Accessories","Oregon"
274,69,"Male",33,"Debit Card","Online","Member","Spring","Outerwear","North Dakota"
275,59,"Male",32,"Cash","Online","Member","Spring","Accessories","Maryland"
276,48,"Male",85,"Credit Card","Online","Member","Winter","Accessories","Virginia"
277,25,"Male",30,"Bank Transfer","Online","Member","Fall","Clothing","South Dakota"
278,29,"Male",29,"Bank Transfer","Offline","Member","Winter","Clothing","Georgia"
279,57,"Male",95,"Debit Card","Online","Member","Spring","Clothing","Hawaii"
280,23,"Male",69,"Bank Transfer","Standard","Member","Summer","Footwear","Arkansas"
281,45,"Male",69,"Cash","2-Day Shipping","Member","Fall","Footwear","Montana"
282,38,"Male",61,"Debit Card","Standard","Member","Spring","Accessories","Oklahoma"
283,21,"Male",94,"Cash","2-Day Shipping","Member","Summer","Clothing","Minnesota"
284,32,"Male",30,"Venmo","Online","Member","Fall","Clothing","Montana"
285,63,"Male",45,"PayPal","Standard","Member","Summer","Clothing","Ohio"
286,29,"Male",39,"Debit Card","Online","Member","Summer","Accessories","Kentucky"
287,27,"Male",51,"Debit Card","Offline","Member","Summer","Accessories","Nebraska"
288,56,"Male",37,"Venmo","2-Day Shipping","Member","Spring","Accessories","Delaware"
289,30,"Male",62,"Venmo","2-Day Shipping","Member","Winter","Clothing","North Carolina"
290,49,"Male",85,"Credit Card","2-Day Shipping","Member","Fall","Outerwear","New York"
291,58,"Male",33,"PayPal","Standard","Member","Winter","Clothing","Colorado"
292,57,"Male",26,"Bank Transfer","Online","Member","Fall","Clothing","Delaware"
293,60,"Male",99,"Cash","Online","Member","Spring","Footwear","Utah"
294,69,"Male",39,"PayPal","Online","Member","Spring","Accessories","Connecticut"
295,70,"Male",20,"Credit Card","Offline","Member","Spring","Clothing","New Jersey"
296,53,"Male",42,"Credit Card","Offline","Member","Winter","Accessories","West Virginia"
297,25,"Male",74,"Credit Card","2-Day Shipping","Member","Spring","Footwear","Indiana"
298,48,"Male",26,"Credit Card","Standard","Member","Summer","Footwear","Delaware"
299,69,"Male",53,"Venmo","Standard","Member","Winter","Clothing","Maryland"
300,25,"Male",80,"PayPal","Online","Member","Summer","Footwear","Pennsylvania"
301,29,"Male",98,"PayPal","Offline","Member","Spring","Accessories","Iowa"
302,46,"Male",95,"Credit Card","Standard","Member","Spring","Clothing","Pennsylvania"
303,37,"Male",44,"Bank Transfer","Online","Member","Summer","Clothing","Delaware"
304,20,"Male",60,"Venmo","Online","Member","Summer","Footwear","Oregon"
305,40,"Male",84,"Credit Card","Online","Member","Winter","Clothing","Oregon"
306,60,"Male",59,"PayPal","2-Day Shipping","Member","Fall","Clothing","Utah"
307,26,"Male",49,"Cash","Online","Member","Summer","Outerwear","North Dakota"
308,29,"Male",32,"Credit Card","Online","Member","Winter","Accessories","Florida"
309,66,"Male",29,"Venmo","Standard","Member","Fall","Accessories","Maryland"
310,66,"Male",22,"Cash","Standard","Member","Spring","Clothing","Minnesota"
311,56,"Male",85,"Cash","Standard","Member","Winter","Clothing","Montana"
312,69,"Male",52,"Bank Transfer","Offline","Member","Winter","Clothing","Rhode Island"
313,38,"Male",89,"PayPal","Online","Member","Spring","Clothing","Massachusetts"
314,42,"Male",77,"Credit Card","Online","Member","Spring","Clothing","Vermont"
315,30,"Male",24,"Debit Card","Offline","Member","Summer","Clothing","New Jersey"
316,66,"Male",24,"Debit Card","Online","Member","Spring","Accessories","Wisconsin"
317,36,"Male",22,"Venmo","Online","Member","Fall","Accessories","California"
318,58,"Male",82,"Cash","Standard","Member","Fall","Clothing","West Virginia"
319,45,"Male",67,"Cash","Standard","Member","Winter","Accessories","South Dakota"
320,47,"Male",74,"Cash","Standard","Member","Spring","Clothing","Maine"
321,66,"Male",72,"Debit Card","Standard","Member","Summer","Accessories","Kansas"
322,41,"Male",36,"Debit Card","Online","Member","Summer","Footwear","Vermont"
323,41,"Male",95,"Credit Card","Standard","Member","Winter","Accessories","Tennessee"
324,66,"Male",78,"PayPal","Online","Member","Winter","Clothing","Tennessee"
325,37,"Male",82,"Venmo","Standard","Member","Summer","Clothing","Wyoming"
326,70,"Male",70,"Debit Card","Online","Member","Winter","Clothing","Vermont"
327,62,"Male",41,"Bank Transfer","Offline","Member","Fall","Accessories","New Jersey"
328,61,"Male",42,"PayPal","Online","Member","Summer","Outerwear","Iowa"
329,48,"Male",50,"Credit Card","Online","Member","Fall","Outerwear","Florida"
330,70,"Male",31,"Bank Transfer","2-Day Shipping","Member","Summer","Clothing","Nevada"
331,46,"Male",51,"Venmo","Online","Member","Winter","Clothing","North Dakota"
332,31,"Male",98,"PayPal","Offline","Member","Fall","Clothing","Florida"
333,19,"Male",86,"Credit Card","2-Day Shipping","Member","Winter","Clothing","New York"
334,39,"Male",64,"Bank Transfer","Standard","Member","Winter","Clothing","Alaska"
335,41,"Male",46,"Credit Card","Online","Member","Fall","Clothing","Kansas"
336,20,"Male",85,"Venmo","Standard","Member","Spring","Clothing","Oregon"
337,36,"Male",81,"PayPal","Online","Member","Fall","Accessories","Rhode Island"
338,32,"Male",59,"Bank Transfer","2-Day Shipping","Member","Winter","Clothing","New Mexico"
339,69,"Male",79,"Cash","Online","Member","Winter","Clothing","Massachusetts"
340,40,"Male",33,"Credit Card","2-Day Shipping","Member","Spring","Clothing","Pennsylvania"
341,40,"Male",47,"Venmo","Online","Member","Summer","Clothing","New Jersey"
342,20,"Male",20,"Debit Card","Offline","Member","Summer","Accessories","Utah"
343,64,"Male",36,"Credit Card","Online","Member","Spring","Outerwear","Kentucky"
344,27,"Male",39,"Venmo","Online","Member","Summer","Footwear","Nebraska"
345,24,"Male",71,"Debit Card","Standard","Member","Winter","Clothing","Virginia"
346,48,"Male",59,"Bank Transfer","Online","Member","Winter","Footwear","Wyoming"
347,49,"Male",50,"Cash","Online","Member","Spring","Clothing","New Mexico"
348,36,"Male",41,"PayPal","Offline","Member","Fall","Footwear","Oregon"
349,56,"Male",59,"PayPal","Online","Member","Fall","Clothing","South Carolina"
350,37,"Male",87,"Bank Transfer","2-Day Shipping","Member","Winter","Accessories","Arizona"
351,42,"Male",68,"Bank Transfer","2-Day Shipping","Member","Spring","Clothing","Kentucky"
352,28,"Male",90,"Debit Card","Standard","Member","Winter","Clothing","New York"
353,27,"Male",71,"Cash","Online","Member","Fall","Clothing","Texas"
